file_name,closest_time,pressure
1,32.00495288,108.6065234
2,32.00495288,108.7582109
3,32.00495288,108.9848359
4,32.00495288,109.1710078
5,32.00495288,109.3543516
6,32.00495288,109.6078203
7,32.00495288,109.8151328
8,32.00495288,110.08225
9,32.00495288,110.2914141
10,32.00495288,110.5121797
11,32.00495288,110.7986172
12,32.00495288,111.0043984
13,32.00495288,111.2189375
14,32.00495288,111.3683203
15,32.00495288,111.5724141
16,32.00495288,111.8107188
17,32.00495288,111.9568984
18,32.00495288,112.1374375
19,32.00495288,112.2654141
20,32.00495288,112.3835938
21,32.00495288,112.4121641
22,32.00495288,112.4477109
23,32.00495288,112.4986016
24,32.00495288,112.3480859
25,32.00495288,112.0326641
26,32.00495288,111.8579609
27,32.00495288,111.6605703
28,32.00495288,111.2256641
29,32.00495288,110.7980313
30,32.00495288,110.1245078
31,32.00495288,109.556125
32,32.00495288,108.9600938
33,32.00495288,108.0838125
34,32.00495288,107.4049609
35,32.00495288,106.4955078
36,32.00495288,105.8140234
37,32.00495288,104.9822578
38,32.00495288,104.3947734
39,32.00495288,103.6559141
40,32.00495288,103.1553125
41,32.00495288,102.5278359
42,32.00495288,101.9043672
43,32.00495288,101.4066641
44,32.00495288,101.3518984
45,32.00495288,101.6690391
46,32.00495288,102.152875
47,32.00495288,102.336125
48,32.00495288,102.4280547
49,32.00495288,102.4293438
50,32.00495288,102.4213672
51,32.00495288,102.4404141
52,32.00495288,102.5016797
53,32.00495288,102.5632422
54,32.00495288,102.6501953
55,32.00495288,102.6627734
56,32.00495288,102.6523438
57,32.00495288,102.7399453
58,32.00495288,102.9461641
59,32.00495288,103.0175938
60,32.00495288,103.1509141
61,32.00495288,103.2807109
62,32.00495288,103.1493359
63,32.00495288,102.8419141
64,32.00495288,102.5560625
65,32.00495288,102.5105859
66,32.00495288,102.9177188
67,32.00495288,103.5752734
68,32.00495288,103.7726016
69,32.00495288,103.7419609
70,32.00495288,103.8843125
71,32.00495288,103.9638125
72,32.00495288,103.5977813
73,32.00495288,102.9933203
74,32.00495288,102.9096797
75,32.00495288,103.4085625
76,32.00495288,103.9138203
77,32.00495288,104.2407266
78,32.00495288,104.3358125
79,32.00495288,104.4513125
80,32.00495288,104.4521328
81,32.00495288,104.2425234
82,32.00495288,104.2334922
83,32.00495288,104.3924609
84,32.00495288,104.5428438
85,32.00495288,104.6740859
86,32.00495288,104.8408984
87,32.00495288,105.0457266
88,32.00495288,105.2443984
89,32.00495288,105.3558828
90,32.00495288,105.4922813
91,32.00495288,105.6355234
92,32.00495288,105.7707891
93,32.00495288,105.8465938
94,32.00495288,106.0170547
95,32.00495288,106.0889688
96,32.00495288,106.2695938
97,32.00495288,106.4230078
98,32.00495288,106.4915859
99,32.00495288,106.7231172
100,32.00495288,106.9092109
101,32.00495288,107.0058828
102,32.00495288,107.1483984
103,32.00495288,107.3951328
104,32.00495288,107.4887813
105,32.00495288,107.5398359
106,32.00495288,107.7270313
107,32.00495288,107.9561641
